artist_name,birth_year,title,artwork_date
Stanislaw Fijalkowski,1922,Talmud Highway - In Commemoration of the Death of Tadeusz Brzozwski,1987.0
Izabella Gustowska,1948,Conversation I,1989.0
Christian Fossier,1943,Terrain,1975.0
Shigeko Kubota,1937,Fluxkit,1963.0
Benjamin Patterson,1934,Fluxkit,1963.0
Joe Jones,1934,Fluxkit,1963.0
Takehisa Kosugi,1938,Fluxkit,1963.0
Serge Oldenbourg,1927,Fluxkit,1963.0
James Riddle,1933,Fluxkit,1963.0
Roland Topor,1938,Fluxkit,1963.0
Albert M. Fine,1932,Fluxkit,1963.0
Daniel Spoerri,1930,Fluxkit,1963.0
Mieko Shiomi,1938,Fluxkit,1963.0
Hermann Pitz,1956,Family Tree,1990.0
Bern Porter,1911,89 Offenses,1991.0
Zigmunds Priede,1935,DIETFURT from the portfolio THE SEVEN STONES,1965.0
Martin Walde,1957,SWSSSSSSHH,1994.0
Hans Meid,1883,Seated Female Nude from Behind (Sitzender weiblicher Rückenakt),1920.0
Carlos Raquel Rivera,1923,Niño Dormido,
Andrzej Kalina,1952,Blue Man,1985.0
Theodore Chassériau,1819,Apollo and Daphne,1844.0
John Wesley,1928,11 Pop Artists,1966.0
Peter Phillips,1939,11 Pop Artists,1966.0
Osvaldo Romberg,1938,REPORT OF THE BLIND,1966.0
Claire Moore,1917,Wet Shoes on the Roof,1975.0
Paul Marcus,1953,Time Running Out,1992.0
Alice Trumbull Mason,1904,White Current,1952.0
Byron McClintock,1930,"Untitled, No. 1 (series 1)",1951.0
Jan Gelb,1906,Space Traveller,1955.0
Carroll Cloar,1913,Group of Myselves,1940.0
Edward Millman,1907,Bird in a Transparent Cage,1952.0
Humberto Jaimes Sanchez,1930,Series A II/X,1966.0
Pepi Weixlgartner,1886,"""I WILL NOT LET THEE GO, EXCEPT THOU BLESS ME."" (Genesis XXXII: 26)",1948.0
Jyoti Bhatt,1934,Lost Pundit,1966.0
Santos Chávez,1934,The Girl and the Wind (La Nina y el Viento),1963.0
Shinro Ohtake,1955,A Spiral and a Code I,1988.0
Jaume Plensa,1955,Plate III from the series Interiors,1991.0
Martin Lewis,1881,Subway Steps,1930.0
Ezio Gribaudo,1929,Logogrifo AZR,1969.0
Rémy Zaugg,1943,"Homochromy II from Reflections on and onto a Sheet of Paper (Chapter XVI, Number 84)",1970.0
Anna Sobol,1946,"Chosen People (""Wybrani"")",1985.0
Josef Scharl,1896,Triumphal Procession of the Specters (Triumphzug der Schemen),1932.0
Robert Stackhouse,1942,At Hudson River Museum from the portfolio Sources and Structures,1989.0
Narcisse Diaz,1809,Enamoured Folly,1844.0
Richard Tum Suden,1937,Herring Gull from Portfolio of 11 Compositions,1963.0
Henry Mark,1915,ETERNAL WANDERER,1947.0
Fionnuala Boyd,1944,Six Episodes in a Landscape,1971.0
Leslie Evans,1945,Six Episodes in a Landscape,1971.0
Jan Tarasin,1926,Beach,1983.0
Luigi Bartolini,1892,Anna's Dream (Il sogno di Anna),1935.0
Lee Mullican,1919,The Wave,1969.0
Gérard Deschamps,1937,The New Realists (Les Nouveaux réalistes),1960.0
César (César Baldaccini),1921,The New Realists (Les Nouveaux réalistes),1960.0
François Dufrêne,1930,The New Realists (Les Nouveaux réalistes),1960.0
Pierre Restany,1930,The New Realists (Les Nouveaux réalistes),1960.0
Raymond Hains,1926,The New Realists (Les Nouveaux réalistes),1960.0
Leona Pierce,1921,Strange Bird,1952.0
Hitoshi Nakazato,1936,THE TRANSITION,1965.0
Philip Platt (Daniel Philip Platt),1904,CUAUTÉMOC,1943.0
Michael Snow,1929,Shot!,1963.0
George Baldessin,1939,Banquet for No Eating No. 2,1971.0
Susumu Yamaguchi,1897,Countryside Play Theatre,
Felice Casorati,1883,PORTFOLIO OF 10 LITHOGRAPHS,
Zdravko Tišljar,1938,AB 30,1966.0
Conrad Atkinson,1940,Wall Street Journal,1985.0
Jack Tworkov,1900,Barrier L #2,1965.0
Gérard Duchène,1944,Paysages,1984.0
Mar Jean Kettunen,1926,Playground,1948.0
Jacek Gaj,1938,"ILLUSTRATION I FOR ""AUTO DE FÉ"" BY E. CANETTI",1967.0
George Barker,1942,Two Slightly Different Views,1972.0
Yong Soon Min,1953,Talking Herstory,1990.0
Caroline Lucas,1886,"The Merchant of Cocks, Nice",1949.0
Arne Wolf,1929,40 DAYS OF RAIN,1965.0
Robert MacBryde,1913,ST. CHRISTOPHER,1949.0
Ferdinand Springer,1907,Fields,1952.0
Charles Seliger,1926,Awakening,1988.0
Daniel Zelaya,1938,"From the Madman's Cage, Series II (De la Serie de la Jaula II)",1965.0
Bob Danner,1948,Mask (Who Meeeeee?),1973.0
William Crutchfield,1932,Air Land Sea Alphabet (Title page) from Air Land Sea,1970.0
Paul Gavarni,1804,The Stevedores: PL. XXXIII (Now There's a Dandy Who Amused Himself at the Ball Like Lead in Champa,1841.0
Eugenio Dittborn,1943,8 Sobrevivientes (8 Survivors),1986.0
Marcello Muccini,1926,"WOMAN WITH WINEGLASS Plate 1 from 6 ACQUEFORTI DI MUCCINI,URBINATI, VESPIGNANI",1947.0
Graziella Urbinati,1927,"6 Etchings by Muccini, Urbinati, Vespignani (6 acqueforti di Muccini, Urbinati, Vespignani)",1947.0
Domenico Cantatore,1906,Little Donkey (L'Asinello),
Harold Tovish,1921,Motion Sequence,1971.0
Fernando Szyszlo,1925,Homage to Vallejo (Homenaje a Vallejo),1950.0
John Talleur,1925,The Dead,1952.0
Li-Fa Shaih,1938,Unfaithful Lovers,1968.0
Katsunori Hamanishi,1949,Round Trip - Work No. 9,1983.0
Karin Székessy,1939,Modelle,1969.0
Raul Meel,1941,Under the Sky - FS0,1973.0
Paul Harris,1925,The Other Room (Shut-in Suite I),1969.0
Frank Wallace,1881,POMPEII,1949.0
Frederick O'Hara,1904,Koshare (plate 1) from Prints in the Desert,1950.0
Robert Walters,1925,Prints in the Desert,1950.0
Sylvano Bussotti,1931,Notes on Sound,1965.0
Earle Brown,1926,Notes on Sound,1965.0
Bruce Porter,1943,Flute Like Voices I,1981.0
Simon Leung,1964,ACT UP Art Box,1993.0
Judson Briggs,1906,INDIAN DANCE,1940.0
Bernard Childs,1910,Arrival,1958.0
Marcos Irizarry,1936,"Lazarus, Martha, and Maria",1964.0
Walter Darby Bannard,1934,Untitled from the portfolio SKYWAYS,1969.0
Eduardo Vilches,1932,Signs,1968.0
Ron Davis,1937,Cube III,1971.0
Lolita Zikmane,1941,Woman by the Window,1982.0
Ruth Gikow,1915,Two Women and a Girl,
Gerald Ferguson,1937,Length 4,1970.0
Kyu-Baik Hwang,1932,White Handkerchief on the Grass,1973.0
Richard Hunt,1935,Crucifix Figure,1957.0
Harry Gottlieb,1894,Winter on the Creek,1940.0
John Taylor Arms,1887,"Early Morning, North River",1921.0
Karl Zerbe,1903,Face of the Big Lie,1951.0
William Fares,1942,Untitled from the portfolio Tempered,1979.0
Franz Maria Jansen,1885,The Harbor of Split (Der Hafen von Split) from the portfolio 15 Dalmatian Etchings (15 Dalmatinische Radierungen),1929.0
Jacob Kainen,1909,Dusk - Leningrad,1973.0
Michael Byron,1954,For the People of Mexico,1988.0
Rolf Iseli,1934,Geneva Forms (Figuren Genf),1979.0
Junichi Itahashi,1942,"Skaters, Where to",1976.0
Kosuke Kimura,1936,Out of Time (73-10),1973.0
Pan Daqiang,1937,Resource of Mansions,1983.0
Christian Eckart,1959,Cimabue Restoration Project,1988.0
Otto Pankok,1893,Barlach II,1943.0
April Gornik,1953,"Light after the Flood, State II",1988.0
Max Kaus,1891,Leopards (Leoparden),1926.0
Clayton Pond,1941,Mr. Huff's Teeth in the Articulator,1970.0
Louis-Auguste Girardot,1856,"Woman from the Rif (Femme du Riff) from L'Estampe moderne, no. 1",1897.0
Maurice Réalier-Dumas,1860,"L'Estampe moderne, no. 1",1897.0
Émile-René Ménard,1862,"L'Estampe moderne, no. 1",1897.0
Louis Malteste,1862,"L'Estampe moderne, no. 1",1897.0
Émile Berchmans,1867,"Revival (Renouveau) from L'Estampe moderne, no. 2",1897.0
Armand Berton,1854,"L'Estampe moderne, no. 2",1897.0
Anish Kapoor,1954,Wounds and Absent Objects,1998.0
Castera Bazile,1923,Untitled from 10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Denis Vergin,1928,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Gabriel Alix,1930,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Rigaud Benoit,1911,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Dieudonné Cédor,1925,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Gabriel Lévêque,1923,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Wilson Bigaud,1931,10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),1947.0
Paul Balluriau,1860,"Twilight (Crépuscule) from L'Estampe moderne, no. 3",1897.0
G. de Latenay,1859,"L'Estampe moderne, no. 3",1897.0
Marcel Lenoir,1872,"L'Estampe moderne, no. 3",1897.0
Charles Lucien Léandre,1862,"L'Estampe Moderne, Number 4",1897.0
Henri (Paul Herrmann) Héran,1864,"L'Estampe Moderne, Number 4",1897.0
Elizabeth Olds,1897,Picasso Study Club,1940.0
A. Calbet,1869,"L'Estampe Moderne, Number 5",1897.0
H. Bellery-Desfontaines,1867,"L'Estampe Moderne, Number 5",1897.0
Rackstraw Downes,1939,"Irving Trust, College of Insurance and a Flight into Newark",1986.0
Maya Ying Lin,1959,Flatland,1997.0
Ch Doudelet,1861,"L'Estampe Moderne, Number 6",1897.0
F.-A Gorquet,1862,"L'Estampe Moderne, Number 6",1897.0
J. Wély,1873,"L'Estampe Moderne, Number 7",1897.0
F. M. Melchers,1848,"La Phalène des iles de la mer from L'Estampe Moderne, Number 8",1897.0
L. Levy-Dhurmer,1865,"L'Estampe Moderne, Number 8",1897.0
Henri Boutet,1851,"L'Estampe Moderne, Number 8",1897.0
Jan Stussy,1921,Boxed Man in a Box,1970.0
Camille Bellanger,1853,"L'Estampe Moderne, Number 9",1898.0
A. Donnay,1862,"L'Estampe Moderne, Number 10",1898.0
R. X. Prinet,1861,"L'Estampe Moderne, Number 10",1898.0
Bea Maddock,1934,Funeral II,1971.0
Jeanne Jacquemin,1863,"L'Estampe Moderne, Number 11",1898.0
Sandy Walker,1942,Garden Interior,1979.0
Pierre Puvis de Chavannes,1824,"L'Estampe Moderne, Number 12",1898.0
Terence La Noue,1941,Papuan Gulf from The Ritual Series,1987.0
E. Dinet,1861,"Girls' Games in Laghouat (Jeux de fillettes a Laghouat) from L'Estampe Moderne, Number 13",1898.0
Enrico Bordoni,1904,10 litografi,1949.0
J. G. Besson,1868,"L'Estampe Moderne, Number 14",1898.0
E. Trigoulet,1867,"L'Estampe Moderne, Number 15",1898.0
Todd Siler,1953,Metaprint XII from the series Metamorphs: Forms of Metaphor,1988.0
Manuel Robbe,1872,"Fall Minuet (Menuet d'automne) from L'Estampe Moderne, Number 16",1898.0
Catherine Lee,1950,Coast from an untitled series,1988.0
J. A. Muenier,1863,"Return of the Fields (Le retour des champs) from L'Estampe Moderne, Number 17",1898.0
J. Baseilhac,1874,"L'Estampe Moderne, Number 17",1898.0
Tom Slaughter,1955,Color of Night II,1996.0
Louise Breslau,1856,"Little Girl with Orange (Fillette à l'orange) from L'Estampe Moderne, Number 18",1898.0
Francis Jourdain,1876,"L'Estampe Moderne, Number 18",1898.0
L. Borgex,1875,"The Sardine Fishers (Les sardinières) from L'Estampe Moderne, Number 19",1898.0
V. Prouvé,1858,"The Kiss (Le Baiser) from L'Estampe moderne, no. 20",1898.0
P. C. Helleu,1859,"L'Estampe moderne, no. 20",1897.0
F. Cormon,1845,"L'Estampe moderne, no. 20",1897.0
Henri-Patrice Dillon,1851,"L'Estampe moderne, no. 20",1897.0
Ch Guérin,1875,"L'Estampe Moderne, Number 21",1899.0
F. Guiguet,1860,"L'Estampe Moderne, Number 21",1899.0
Félix Bracquemond,1833,"L'Estampe Moderne, Number 23",1899.0
Julian E. Levi,1900,Dock Scene,1900.0
A. Agache,1843,"Empire (Impéria) from L'Estampe Moderne, Number 24",1899.0
G. Dubuffe,1853,"L'Estampe Moderne, Number 24",1899.0
David Trowbridge,1945,Ripplet II,1970.0
Charles Smith,1893,Cocks,1939.0
Mitchell Siporin,1910,Railroad Workers,1925.0
Daniel Argimón Granell,1929,Free Forms (Formas libras) from AGPA 73: Pan American Graphics Arts (AGPA: Artes gráficas panamericanas),1973.0
Hugo Arapé,1942,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Penelope Bennett,1938,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Jacobo Borges,1931,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Federico Cantú,1908,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Juan Cárdenas,1939,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Olga Costa,1913,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Maria Teresa Cuéllar Teyé,1935,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Ramón Ferrán Pagés,1927,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Fernando Grillón,1931,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Alfredo Guerrero,1936,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
John Lange,1932,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Eduardo A. MacEntyre,1929,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Miguel Angel Rojas,1946,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Jordi Secall Roure,1932,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Luis Alberto Solari,1918,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
William Stone Reverón,1945,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Hernando Tejada,1925,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Yutaka Toyota,1931,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Ned Truss,1939,AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Raúl Cattelani,1927,Day 12 Ahau (Palenque) (Día 12 Ahau [Palenque]) from AGPA 73: Pan American Graphic Arts (AGPA 73: Artes gráficas panamericanas),1973.0
Reuben Tam,1916,Atoll,1945.0
Ed Moses,1926,Wedge 6,1973.0
Joel Bass,1943,Vertical from Verticals,1974.0
Norman Stevens,1937,"Louvered Shutter, ""Evening""",1971.0
Andrew Stasik,1932,11 Prints by 11 Printmakers,1961.0
Shigeru Izumi,1922,11 Prints by 11 Printmakers,1961.0
Fritz Eichenberg,1901,11 Prints by 11 Printmakers,1961.0
Leonard Edmonson,1916,11 Prints by 11 Printmakers,1961.0
Michael Ponce De Leon,1922,11 Prints by 11 Printmakers,1961.0
Javier Vilato,1921,BULL,1948.0
John Costigan,1888,Cutting Fodder,1940.0
Grant Wood,1891,Honorary Degree,1937.0
Isabel Bishop,1902,"Showing the Snapshot from the portfolio Eight Etchings II, 1936-1959",1936.0
William Ross Abrams,1920,The Green Sugar Bowl,1949.0
Emerson Woelffer,1914,Homage to Duchamp (Homage à Duchamp),1969.0
Paul Staiger,1941,Documenta: The Super Realists,1972.0
Ben Schonzeit,1942,Documenta: The Super Realists,1972.0
John Salt,1937,Documenta: The Super Realists,1972.0
Richard McLean,1934,Documenta: The Super Realists,1972.0
Ralph Goings,1928,Documenta: The Super Realists,1972.0
Don Eddy,1944,Documenta: The Super Realists,1972.0
Robert Cottingham,1935,Documenta: The Super Realists,1972.0
Stephen Posen,1939,Documenta: The Super Realists,1972.0
Gustav Kluge,1947,Vlad Tcepec (Paper Mask) plate VII from the series Prints for the Counter Chronicle,1984.0
Victor Burgin,1941,Fiction Film,1991.0
Agam (Yaacov Agam),1928,Coordination II,1975.0
Shinagawa Takumi,1908,Hide and Seek,1954.0
David Rose,1936,Equilateral II,1971.0
Tom Blackwell,1938,'56 Harley,1972.0
Lee Hoffman,1942,Goodbye Isaac,1975.0
Anders Zorn,1860,Zorn and his Wife,1890.0
Tom Marioni,1937,Landing,1977.0
Karl Opfermann,1891,"Three Heads (Drei Köpfe)  from the periodical Kündung, vol. 1, no. 1 (January 1921)",1921.0
Gerhard von Ruckteschell,1894,Kündung. Eine Zeitschrift für Kunst,1921.0
Heinrich Stegemann,1888,Kündung. Eine Zeitschrift für Kunst,1921.0
Willi Titze,1890,Kündung. Eine Zeitschrift für Kunst,1921.0
Robert Koepke,1893,Kündung. Eine Zeitschrift für Kunst,1921.0
Siegfried Schott,1897,Kündung. Eine Zeitschrift für Kunst,1921.0
Franz Radziwill,1895,Kündung. Eine Zeitschrift für Kunst,1921.0
Jan Senbergs,1939,Fort,1973.0
Julio Larraz,1944,Chambered Nautilus,1989.0
John Steuart Curry,1897,John Brown,1939.0
Pierre Wemaëre,1913,For Jorn (Pour Jorn),1973.0
Maurice Wyckaert,1923,For Jorn (Pour Jorn),1973.0
Otto Eglau,1917,Nets on the Beach,1960.0
Manuel Manilla,1873,Tapatian Calavera  (Calavera Tapatia),1890.0
Audrey Flack,1931,Lady Madonna,1972.0
Boris Nicolaevich Ermolaev,1903,Three Peasant Women,1960.0
Ron Kleemann,1937,The Flying Scot,1972.0
Mark Stock,1951,Title page from the portfolio Nightwalk,1978.0
Maltby Sykes,1911,Cathedral Interior,1957.0
Howard Finster,1916,City of Morlatia,1985.0
Mark Bennett,1956,Home of Dr. Richard Kimble,1999.0
Reina Kochashian,1923,Tribute to Giacometti (Homenaje a Giacometti),1969.0
Barbara Sandler,1943,1776 USA 1976 Bicentennial Prints,1975.0
Wendy Meng,1944,1776 USA 1976 Bicentennial Prints,1975.0
Joseph Raffael,1933,1776 USA 1976 Bicentennial Prints,1975.0
Alan Kessler,1945,1776 USA 1976 Bicentennial Prints,1975.0
Akira Kurosaki,1937,The Vermillion Darkness 4,1970.0
Kenji Kusaka,1936,Work 69.5,1969.0
Edward Gordon Craig,1872,Stage Design,1906.0
Michael Ray Charles,1967,White Power,1994.0
Robyn Denny,1930,Graffiti 15,1977.0
Maria Lassnig,1919,The Training (Die Dressur),1965.0
Julio Camino Sanchez,1919,Vindivil,1967.0
Julia Jacquette,1964,Four Sweets,1995.0
Bernhard Heiliger,1915,SPACE AND FIGURES,1960.0
Walter Helbig,1878,16 Woodcuts (16 Holzschnitte),1911.0
Fabian Marcaccio,1963,560 Conjectures for a New Paint Management,1989.0
Arthur Luis Piza,1928,Beige Rendezvous,
Mariko Mori,1967,Star Doll (for Parkett no. 54),1998.0
Worden Day,1912,Runic Traces,1948.0
Roberto De Lamónica,1933,Groovy #II,1968.0
Gotthard Graubner,1930,6 Aquatints,1976.0
Louise Kruger,1924,The Boaters,1948.0
Danny (Danny Pierce),1920,Alone in the Rain,1953.0
Antoni Miralda,1942,Hot Dogs from the portfolio Manhatttttan,1977.0
Carlos Faz Caimus,1931,Death in the Plaza (La Muerte esta en la Plaza),1953.0
Julian Opie,1958,Landscape?,1998.0
Eduardo Moll,1929,Reflections VI,1967.0
Caroline Greenwald,1936,Thought Container and the Thoughts,1976.0
Karl Fortess,1907,CONCRETE ABUTMENT,1952.0
Gilván Samico,1928,Suzana in the Bath (Suzana No Banho),1966.0
John J. A. Murphy,1888,Shadow Boxing,1924.0
Cornelia Parker,1956,Meteorite Lands on the Houses of Parliament,1998.0
Barbara E. Fumagalli,1926,Study of Insects #3,1947.0
Paul E. Hultberg,1922,STONE COAST,1952.0
Alfred Pohl,1928,Broom Wagon,1967.0
Carl Heinz Kliemann,1924,ON THE BANK,1961.0
Jerome Kaplan,1920,REBBE ELIMELECH (Jewish Folk Song),1952.0
Jonathan Knowlton,1937,Victorian Lamp,1961.0
Myrna Báez,1931,The Judge (El Juez),1970.0
Stojan Ćelić,1925,Space,1967.0
Anne Wienholt,1920,The Owl and the Pussycat,1948.0
Heinrich Nauen,1880,Still-Life with Pot (Stilleben mit Topf),
J. L. Steg,1922,SELF ANALYSIS,1947.0
Andreas Slominski,1959,Folding Rule (for Parkett no. 55),1999.0
Vera Klement,1929,The Wake,1953.0
Jody Shields,1952,Small Print with Black and Silver Dashes,1975.0
Lill Tschudi,1911,Fixing the Wires,1932.0
Clarissa Sligh,1939,Reframing the Past,1988.0
Beat Streuli,1957,Oxford Street (for Parkett no. 54),1998.0
Tsuchiya Rakusan,1896,CRANE,1900.0
Jiro Takamatsu,1936,Shadow of Key,1969.0
José Urbach,1940,Fractions 3,1977.0
Sam Taylor-Wood,1967,Five Revolutionary Seconds XIV (Sketch) (for Parkett no. 55),1999.0
Vera Matiukh,1912,At the Hairdresser's,1960.0
Su Braden,1940,Project for a Bridge from S.M.S. No. 1,1967.0
La Monte Young,1935,S.M.S. No. 1,1968.0
Nancy Reitkopf,1938,S.M.S. No. 1,1968.0
Sol Mednick,1916,S.M.S. No. 1,1968.0
Kasper König,1940,S.M.S. No. 1,1968.0
Julien Levy,1906,S.M.S. No. 1,1968.0
Marian Zazeela,1940,S.M.S. No. 1,1968.0
Clovis Trouille,1899,S.M.S. No. 2,1968.0
Lee Lozano,1930,S.M.S. No. 2,1968.0
Alain Jacquet,1939,S.M.S. No. 2,1968.0
Marcia Herscovitz,1945,S.M.S. No. 2,1968.0
Nicolas Calas,1907,S.M.S. No. 2,1968.0
John Battan,1943,Untitled abstract landscapes from S.M.S. No. 3,1968.0
Terry Riley,1935,S.M.S. 3,1968.0
Hannah Weiner,1928,S.M.S. 3,1968.0
Ronnie Landfield,1947,S.M.S. 3,1968.0
William Bryant,1946,S.M.S. 3,1968.0
Robert Stanley,1932,Cover from S.M.S. No. 4,1968.0
Lil Picard,1899,S.M.S. No. 4,1968.0
Paul Bergtold,1942,S.M.S. No. 4,1968.0
On Kawara,1933,100 Year Calendar from S.M.S. No. 4,1968.0
Congo (a Chimpanzee),1954,Cover from S.M.S. No. 5,1968.0
Yoko Ono,1933,S.M.S. No. 5,1968.0
Diane Wakoski,1937,S.M.S. No. 5,1968.0
Robert Rohm,1934,S.M.S. No. 5,1968.0
Angus MacLise,1938,S.M.S. No. 5,1968.0
Neil Jenney,1945,S.M.S. No. 5,1968.0
William Anthony,1934,S.M.S. No. 5,1968.0
Wall Batterton,1932,S.M.S. No. 5,1968.0
William Schwedler,1942,S.M.S. No. 5,1968.0
Toby Mussman,1940,Ten Xerox Sheets from S.M.S. No. 6,1968.0
John Giorno,1936,S.M.S. No. 6,1968.0
Ed Bereal,1937,S.M.S. No. 6,1968.0
Betty Dodson,1929,S.M.S. No. 6,1968.0
Lucjan Mianowski,1933,Functionary (Fonctionaire),1960.0
Eleanore Mikus,1927,Tablet Litho 2,1968.0
Gerda Mikhailova Nemenova,1905,Portrait of Gogol,1960.0
Silvia Kolbowski,1953,"Once More, With Feeling",1992.0
Tadaaki Kuwayama,1932,Untitled (Group II),1991.0
Naftali Rakuzin,1948,Kaleidoscope of Modern Art,1982.0
Edward Countey,1921,PAW-PAW,1948.0
(follower of) José-Guadalupe  Posada,1852,La Calavera huertista,
Marc Quinn,1964,Template For My Future Plastic Surgery from the portfolio London,1992.0
José Carlos Ramos Galvez,1948,Chavin II,1967.0
José Sabogal,1888,The Scribe Huanta,1930.0
Rosalind Bengelsdorf,1916,American Abstract Artists,1937.0
Harry Bowden,1907,American Abstract Artists,1937.0
Arthur N. Christie,1891,American Abstract Artists,1937.0
Herzl Emanuel,1914,American Abstract Artists,1937.0
Balcomb Greene,1904,American Abstract Artists,1937.0
Gertrude Greene,1904,American Abstract Artists,1937.0
Hananiah Harari,1912,American Abstract Artists,1937.0
Agnes Lyall,1908,American Abstract Artists,1937.0
George L. K. Morris,1905,American Abstract Artists,1937.0
John Opper,1908,American Abstract Artists,1937.0
Ralph M. Rosenborg,1913,American Abstract Artists,1937.0
Albert Swinden,1901,American Abstract Artists,1937.0
Rupert D. Turnbull,1899,American Abstract Artists,1937.0
Vaclav Vytlacil,1892,American Abstract Artists,1937.0
Fredrick J. Whiteman,1909,American Abstract Artists,1937.0
Wilfred M. Zogbaum,1915,American Abstract Artists,1937.0
Carlus Dyer,1917,TWO FIGURES,1948.0
Janez Bernik,1933,Telephone 5,1968.0
Dan Dailey,1947,Title page from Artifacts at the End of a Decade,1981.0
Harry Anderson,1943,Artifacts at the End of a Decade,1981.0
John Ashbery,1927,Artifacts at the End of a Decade,1981.0
Bern Boyle,1951,Artifacts at the End of a Decade,1981.0
Lucinda Childs,1940,Artifacts at the End of a Decade,1981.0
Jane Comfort,1945,Artifacts at the End of a Decade,1981.0
R. Crumb,1943,Artifacts at the End of a Decade,1981.0
Jimmy DeSana,1950,Artifacts at the End of a Decade,1981.0
Evergon,1946,Artifacts at the End of a Decade,1981.0
Martha Holt,1945,Artifacts at the End of a Decade,1981.0
James Hong,1948,Artifacts at the End of a Decade,1981.0
Betsey Johnson,1942,Artifacts at the End of a Decade,1981.0
Sonia Katchian,1947,Artifacts at the End of a Decade,1981.0
Stephanie Brody Lederman,1939,Artifacts at the End of a Decade,1981.0
Jacqueline Livingston,1943,Artifacts at the End of a Decade,1981.0
Joan Livingstone,1948,Artifacts at the End of a Decade,1981.0
David Lusby,1954,Artifacts at the End of a Decade,1981.0
Joseph Masheck,1942,Artifacts at the End of a Decade,1981.0
Judith McWillie,1946,Artifacts at the End of a Decade,1981.0
Joan Nelsen,1937,Artifacts at the End of a Decade,1981.0
Jayme Odgers,1939,Artifacts at the End of a Decade,1981.0
Richard Olson,1938,Artifacts at the End of a Decade,1981.0
Kingsley Parker,1947,Artifacts at the End of a Decade,1981.0
Harvey Pekar,1939,Artifacts at the End of a Decade,1981.0
Don Rodan,1950,Artifacts at the End of a Decade,1981.0
Michael Sorkin,1948,Artifacts at the End of a Decade,1981.0
Stanley Stellar,1945,Artifacts at the End of a Decade,1981.0
Benedict Tisa,1942,Artifacts at the End of a Decade,1981.0
Curtis Van Buren,1950,Artifacts at the End of a Decade,1981.0
Wenda Von Weise,1941,Artifacts at the End of a Decade,1981.0
Philip Warner,1947,Artifacts at the End of a Decade,1981.0
Charles A. Arnold Jr.,1922,Artifacts at the End of a Decade,1981.0
August Walla,1936,"Augus, Alois, Walla!",1984.0
Aubrey Schwartz,1928,Untitled from the portfolio BIRDS,1961.0
Fernando Castro Pacheco,1918,Los Restos de Hernán Cortés deben ser Enterrados con los Huesos de Franco,1946.0
Alexander Semenovitch Shenderov,1897,The Red Dressing Gown,1960.0
Miquel Vilà,1940,The One-Sided Law,1967.0
Gernot Bubenik,1942,Formula for the Synthesis of the Endive Plant II,1965.0
Eiko Ishioka,1938,Power Now,1970.0
Ray H. French,1919,Moon Rays,1967.0
Luis Hernández Cruz,1936,Magnetic Forces (Fuerzas magnéticas),1967.0
Harold Barling Town,1924,The First Infernal Submarine,1957.0
Alex Colville,1920,Dog with Bone,1961.0
